project_id,client_age,client_gender,project_budget,project_duration,num_rooms,design_style,location,client_satisfaction,designer_experience,num_designers,material_quality,furniture_cost,lighting_cost,decor_cost,renovation_cost,project_completion_time,num_meetings,client_feedback,material_availability,designer_rating,project_rating,design_approval_time,issues_encountered,total_cost
357,29.0,Other,52775.0,21,7,Modern,Suburban,5.0,10.0,3,Low,8342,1744,6295,29789,13,6,Neutral,Available,1,4,2,Yes,
358,63.0,Male,80769.0,3,2,Modern,Suburban,3.0,2.0,2,Low,3358,1833,5802,46420,2,15,Positive,Scarce,5,5,5,Yes,17133.0
359,28.0,Female,71677.0,15,8,Contemporary,Suburban,3.0,4.0,4,Low,7360,4169,5028,25222,23,6,Negative,Available,3,1,3,Yes,
360,30.0,Male,88555.0,5,3,Traditional,Suburban,9.0,6.0,1,High,4743,1700,6060,39845,10,3,Positive,Not available,3,3,1,Yes,164943.0
361,56.0,Male,90920.0,14,8,Modern,Suburban,,7.0,3,Medium,8159,2294,5882,1135,23,11,Negative,Scarce,2,5,4,Yes,177544.0
362,54.0,Other,50734.0,18,3,Minimalist,Suburban,9.0,16.0,1,High,1518,6681,2798,16773,19,8,Negative,Not available,5,4,3,No,194405.0
363,59.0,Other,93503.0,16,7,Traditional,Suburban,4.0,7.0,2,Medium,17652,1954,2865,43060,17,18,Negative,Not available,3,2,1,Yes,60508.0
364,64.0,Female,,6,2,Traditional,Suburban,2.0,18.0,2,Medium,13925,2433,7289,27447,13,17,Negative,Available,2,5,2,No,
365,,Male,81708.0,14,4,Minimalist,Urban,4.0,19.0,4,High,15810,1246,5090,5033,14,19,Neutral,Scarce,1,1,4,Yes,146076.0
366,37.0,Male,86926.0,8,6,Eclectic,Urban,6.0,9.0,2,High,17239,7870,2897,21497,11,19,Negative,Not available,5,3,4,No,171373.0
367,54.0,Other,,7,9,Minimalist,Suburban,6.0,10.0,3,Medium,6475,9532,5324,15178,10,17,Neutral,Not available,5,4,3,No,
368,43.0,Male,44332.0,8,5,Minimalist,Urban,5.0,13.0,4,Medium,5185,8473,415,7546,7,4,Neutral,Scarce,3,2,5,No,141973.0
369,41.0,Male,,13,9,Eclectic,Rural,1.0,18.0,3,Medium,6161,7327,1331,9396,10,7,Positive,Available,3,3,1,Yes,74621.0
370,43.0,Male,26312.0,6,5,Eclectic,Urban,3.0,16.0,1,Low,10580,9780,1541,21978,1,5,Positive,Not available,4,2,3,No,124673.0
371,52.0,Other,98376.0,18,8,Eclectic,Suburban,5.0,17.0,3,Medium,10886,1292,2042,44331,14,16,Negative,Available,1,4,5,Yes,184881.0
372,50.0,Female,,2,1,Eclectic,Suburban,6.0,13.0,3,High,12465,7427,6009,13882,3,6,Positive,Scarce,1,5,5,No,131545.0
373,61.0,Female,49179.0,8,7,Eclectic,Urban,1.0,12.0,2,High,12221,1767,6299,17945,13,14,Negative,Available,2,1,5,Yes,86299.0
374,50.0,Male,76442.0,11,4,Minimalist,Suburban,9.0,10.0,1,High,3335,6869,6847,22784,2,2,Positive,Scarce,2,4,4,Yes,63171.0
375,47.0,Female,45379.0,1,5,Contemporary,Rural,3.0,1.0,2,Medium,4674,3190,3938,4314,17,18,Negative,Available,4,3,1,No,15354.0
376,33.0,Other,22297.0,22,6,Contemporary,Rural,10.0,8.0,1,Medium,5576,8374,4699,19595,21,18,Positive,Available,1,5,1,Yes,63860.0
377,36.0,Other,,6,5,Modern,Suburban,3.0,18.0,1,Low,15972,792,4390,19755,3,13,Positive,Not available,2,2,3,No,14504.0
378,25.0,Female,49014.0,16,1,Contemporary,Rural,2.0,2.0,3,Low,1500,7364,5886,33311,15,18,Neutral,Available,1,5,2,No,190392.0
379,25.0,Female,,20,9,Contemporary,Rural,8.0,,2,High,9083,4522,2275,46695,8,17,Positive,Not available,1,5,3,Yes,139595.0
380,58.0,Male,99333.0,12,2,Minimalist,Urban,3.0,12.0,3,Low,9294,2148,7183,31598,6,13,Positive,Scarce,2,3,1,No,
381,,Female,52498.0,11,9,Eclectic,Rural,6.0,9.0,3,Low,16720,5671,4483,36449,9,12,Negative,Scarce,3,1,4,Yes,133890.0
382,49.0,Male,16120.0,10,2,Eclectic,Urban,2.0,3.0,3,High,6543,2193,5429,36574,11,3,Neutral,Not available,3,5,3,No,91703.0
383,,Male,13767.0,3,9,Minimalist,Suburban,7.0,4.0,1,Medium,4276,7210,4703,45729,22,7,Negative,Available,2,5,2,Yes,169859.0
384,25.0,Other,,13,6,Contemporary,Urban,,2.0,2,Low,7613,1537,6877,19639,2,1,Positive,Scarce,4,1,3,Yes,96407.0
385,40.0,Other,84239.0,3,9,Minimalist,Suburban,,,2,Medium,12729,4352,5197,46370,9,5,Negative,Scarce,5,1,5,Yes,28982.0
386,,Other,5929.0,15,6,Modern,Suburban,10.0,10.0,3,High,2327,5959,463,32023,18,1,Neutral,Scarce,1,2,2,No,6049.0
387,29.0,Other,82487.0,16,6,Eclectic,Suburban,9.0,16.0,1,High,8772,9804,3610,10092,19,4,Negative,Not available,5,2,5,Yes,18381.0
388,46.0,Female,96575.0,13,2,Traditional,Suburban,7.0,11.0,2,Low,11666,7548,3688,7382,22,1,Positive,Scarce,2,1,4,Yes,53390.0
389,53.0,Other,22438.0,17,8,Modern,Suburban,,,4,High,17289,6684,1295,43710,18,13,Negative,Scarce,1,4,1,Yes,17061.0
390,27.0,Female,,3,3,Modern,Urban,3.0,14.0,2,High,19946,9983,7099,4159,5,14,Positive,Scarce,5,1,3,Yes,76241.0
391,,Other,10744.0,20,7,Minimalist,Suburban,5.0,8.0,3,High,19820,1661,5754,6656,18,15,Neutral,Scarce,3,2,3,Yes,55296.0
392,50.0,Female,88820.0,11,5,Contemporary,Rural,,15.0,4,Low,6769,1529,6461,2452,12,17,Neutral,Not available,4,3,5,Yes,160086.0
393,,Male,47417.0,21,3,Eclectic,Rural,10.0,17.0,1,Low,14663,1478,5490,43203,4,12,Negative,Not available,5,3,5,Yes,69535.0
394,61.0,Female,12069.0,19,1,Traditional,Suburban,7.0,18.0,4,Low,6918,9209,5594,19706,15,7,Neutral,Available,4,5,1,Yes,104009.0
395,46.0,Female,47359.0,22,8,Modern,Rural,8.0,,4,High,18473,9474,2177,10862,11,19,Negative,Scarce,3,3,3,Yes,70191.0
396,53.0,Other,24799.0,11,3,Traditional,Urban,,14.0,3,Medium,5555,5629,2123,11219,19,3,Positive,Not available,5,2,1,No,56576.0
397,38.0,Female,98762.0,16,2,Contemporary,Urban,7.0,3.0,2,High,3394,637,5206,24481,5,18,Negative,Available,2,3,5,Yes,33147.0
398,52.0,Male,75188.0,21,1,Contemporary,Suburban,10.0,7.0,1,Low,1666,9445,6782,35536,6,4,Positive,Available,1,4,5,Yes,121622.0
399,29.0,Male,,3,4,Traditional,Suburban,10.0,15.0,4,Medium,13355,5308,2595,7096,13,3,Neutral,Scarce,3,1,2,Yes,73020.0
400,54.0,Other,12597.0,22,8,Eclectic,Suburban,,16.0,3,Medium,3234,2955,3564,38953,23,12,Positive,Available,4,1,5,No,192220.0
401,29.0,Male,52093.0,6,3,Contemporary,Rural,9.0,,2,Low,7335,7892,7886,12855,10,12,Positive,Not available,4,2,5,Yes,137817.0
402,,Female,42226.0,14,1,Traditional,Rural,6.0,8.0,4,Medium,18620,9271,1648,44262,14,17,Positive,Available,3,5,1,Yes,158220.0
403,40.0,Male,77127.0,18,4,Modern,Urban,10.0,7.0,3,Medium,19007,3766,6749,15460,4,6,Positive,Available,2,1,2,No,152288.0
404,50.0,Other,96369.0,17,9,Traditional,Rural,2.0,6.0,3,Low,18758,5149,2103,34937,20,15,Positive,Not available,2,3,2,No,46929.0
405,50.0,Female,82362.0,4,1,Traditional,Urban,,2.0,3,Medium,12503,9087,2551,22094,23,2,Negative,Available,4,4,3,No,67637.0
406,45.0,Other,31417.0,23,2,Minimalist,Rural,4.0,13.0,1,Medium,7359,5753,3200,40358,12,8,Positive,Available,3,5,4,Yes,196063.0
407,63.0,Female,23693.0,15,9,Contemporary,Urban,9.0,12.0,2,Low,17560,5928,7590,28924,15,14,Positive,Available,3,5,3,Yes,135860.0
408,60.0,Male,84674.0,11,2,Eclectic,Suburban,,15.0,4,Medium,14876,6485,1893,18789,10,5,Positive,Available,1,5,3,Yes,158084.0
409,57.0,Other,58161.0,3,3,Eclectic,Rural,2.0,9.0,2,Medium,3928,3089,6890,1123,11,3,Positive,Scarce,4,1,3,Yes,71313.0
410,54.0,Other,7169.0,3,7,Minimalist,Urban,8.0,2.0,2,Medium,8617,7676,7156,49394,9,10,Positive,Scarce,2,5,2,No,14525.0
411,61.0,Female,89092.0,16,3,Eclectic,Rural,7.0,17.0,4,Medium,8614,3534,7958,6909,11,7,Positive,Not available,5,2,1,No,134228.0
412,47.0,Other,27052.0,5,9,Traditional,Suburban,9.0,5.0,2,Low,5274,669,732,32854,2,11,Neutral,Available,2,3,5,Yes,48348.0
413,,Female,,21,6,Minimalist,Urban,8.0,11.0,1,High,5971,3739,6043,4896,13,15,Negative,Not available,2,4,2,No,65447.0
414,29.0,Female,78851.0,10,3,Modern,Rural,3.0,19.0,4,High,9389,3915,5547,41834,22,2,Positive,Scarce,5,3,5,Yes,115709.0
415,60.0,Female,13036.0,19,9,Contemporary,Rural,1.0,7.0,4,Medium,18352,4068,4117,43141,8,5,Negative,Available,4,2,5,Yes,91030.0
416,58.0,Female,36778.0,4,1,Contemporary,Suburban,,2.0,3,Low,3504,3984,5217,18111,21,11,Neutral,Available,1,2,4,Yes,138113.0
417,55.0,Male,,19,3,Contemporary,Suburban,,,2,Low,7006,5335,1370,8039,21,8,Neutral,Scarce,2,3,3,Yes,84866.0
418,34.0,Female,28173.0,11,1,Traditional,Urban,4.0,12.0,4,Medium,8943,2341,4900,45844,8,13,Positive,Available,2,1,4,No,56826.0
419,43.0,Other,35403.0,2,2,Modern,Rural,6.0,15.0,4,High,18653,7378,414,25099,1,11,Negative,Available,4,2,3,No,110808.0
420,56.0,Male,71321.0,10,8,Minimalist,Rural,4.0,,1,Medium,18748,5052,1739,4670,6,17,Positive,Scarce,4,5,2,Yes,153145.0
421,,Other,76675.0,11,7,Minimalist,Suburban,9.0,13.0,3,Low,1923,7344,2090,44335,13,15,Neutral,Not available,3,4,5,Yes,132749.0
422,29.0,Male,11344.0,20,2,Contemporary,Suburban,4.0,6.0,4,Low,17854,3526,1294,16029,9,1,Neutral,Not available,4,4,4,No,100822.0
423,28.0,Female,23800.0,16,2,Modern,Urban,6.0,13.0,1,High,11246,6689,4618,32811,6,19,Negative,Available,4,2,2,No,33028.0
424,,Male,30372.0,19,9,Modern,Rural,6.0,,4,Low,13475,4465,5031,16793,15,16,Positive,Scarce,2,5,2,Yes,159512.0
425,48.0,Male,66516.0,23,6,Modern,Rural,10.0,3.0,4,Low,18532,7684,6368,42318,23,19,Negative,Not available,1,3,3,No,37887.0
426,40.0,Other,25538.0,11,5,Eclectic,Urban,10.0,1.0,4,Low,4086,5979,7970,49106,16,13,Negative,Not available,2,4,5,No,175009.0
427,26.0,Other,68918.0,14,6,Eclectic,Urban,1.0,15.0,1,High,15860,5880,5067,21126,4,4,Neutral,Available,4,5,3,No,70045.0
428,52.0,Female,19973.0,2,9,Contemporary,Suburban,8.0,13.0,2,Low,18013,1646,1257,20228,17,11,Negative,Not available,3,5,3,Yes,109136.0
429,56.0,Male,76155.0,23,7,Modern,Suburban,3.0,5.0,4,Medium,8407,4826,5328,19595,9,18,Neutral,Scarce,1,1,2,No,197575.0
430,,Male,64500.0,5,9,Modern,Urban,6.0,13.0,4,High,1774,611,395,1972,12,18,Positive,Not available,3,2,3,No,32428.0
431,44.0,Male,41575.0,5,4,Minimalist,Urban,,,2,Medium,9709,1092,2454,1360,22,10,Negative,Scarce,5,5,1,No,137685.0
432,48.0,Female,47261.0,19,2,Minimalist,Rural,2.0,,4,Medium,17311,7913,931,3632,19,17,Negative,Scarce,3,3,5,No,53343.0
433,36.0,Female,32716.0,21,8,Contemporary,Urban,5.0,18.0,3,High,2343,8679,3984,36958,20,13,Positive,Available,3,4,3,No,78159.0
434,59.0,Female,,12,4,Modern,Urban,1.0,10.0,4,Medium,11161,1738,2001,38716,12,14,Negative,Not available,4,1,3,Yes,106337.0
435,57.0,Female,20848.0,18,9,Contemporary,Rural,,8.0,3,High,12419,6483,6345,16346,22,7,Positive,Available,4,3,4,No,196199.0
436,57.0,Female,7352.0,4,4,Minimalist,Urban,7.0,,2,Medium,8797,3294,997,49322,6,10,Neutral,Not available,4,4,5,No,57088.0
437,61.0,Other,6932.0,22,8,Minimalist,Suburban,3.0,4.0,1,High,1934,4098,331,19008,12,3,Neutral,Available,4,2,5,No,181095.0
438,36.0,Male,81449.0,17,9,Eclectic,Suburban,4.0,2.0,2,Low,2986,4303,7960,13120,9,2,Negative,Available,4,3,3,No,34653.0
439,,Male,13556.0,10,9,Contemporary,Rural,6.0,6.0,4,Low,15016,2026,6509,31283,20,19,Neutral,Available,3,4,1,Yes,82512.0
440,25.0,Male,91836.0,20,4,Contemporary,Urban,3.0,3.0,3,Medium,6465,8409,5598,8818,5,7,Neutral,Not available,5,1,4,Yes,114122.0
441,57.0,Male,,6,1,Modern,Suburban,7.0,7.0,1,Low,10966,2469,5174,6119,21,5,Positive,Available,4,4,1,Yes,20718.0
442,64.0,Male,81118.0,14,3,Modern,Suburban,6.0,10.0,4,High,16721,9643,5862,31579,3,3,Neutral,Scarce,5,5,3,No,79877.0
443,34.0,Male,55098.0,11,9,Eclectic,Suburban,9.0,,1,Medium,2505,2002,5311,46721,2,2,Neutral,Not available,5,1,5,No,59219.0
444,53.0,Male,,11,4,Traditional,Suburban,5.0,16.0,1,Low,6363,4967,848,48668,8,6,Neutral,Scarce,2,3,5,Yes,118500.0
445,37.0,Male,14569.0,18,5,Traditional,Urban,4.0,2.0,4,Low,16940,6907,2548,30837,10,14,Positive,Available,2,2,1,Yes,
446,36.0,Other,61882.0,23,7,Traditional,Urban,3.0,17.0,2,Medium,11846,8801,2193,1975,15,7,Negative,Available,1,1,2,Yes,152368.0
447,55.0,Male,75393.0,22,5,Contemporary,Urban,,,4,Low,2010,2854,6492,17265,9,2,Positive,Scarce,2,1,3,Yes,31285.0
448,,Other,5340.0,18,4,Contemporary,Urban,1.0,1.0,4,Low,15924,5819,3134,5318,10,11,Negative,Available,4,1,5,Yes,57310.0
449,59.0,Female,48949.0,23,2,Minimalist,Suburban,3.0,6.0,2,Medium,14482,725,7394,36081,11,3,Negative,Not available,5,4,2,Yes,129246.0
450,47.0,Male,87302.0,11,2,Contemporary,Rural,3.0,5.0,3,Low,10369,3511,2003,42515,9,9,Neutral,Scarce,1,5,5,No,150206.0
451,41.0,Female,67443.0,21,4,Contemporary,Rural,7.0,13.0,4,Low,4857,4626,6706,44069,14,8,Neutral,Not available,2,2,5,No,115545.0
452,50.0,Female,96668.0,12,9,Contemporary,Suburban,7.0,18.0,1,Low,10864,1113,1456,48816,5,11,Positive,Not available,3,2,2,Yes,189714.0
453,32.0,Female,79027.0,5,8,Eclectic,Suburban,1.0,12.0,4,Low,11120,598,6426,14134,9,18,Positive,Not available,1,5,1,No,99873.0
454,53.0,Other,5138.0,23,3,Contemporary,Rural,3.0,7.0,4,Medium,12370,5958,6229,40432,4,1,Positive,Available,4,4,3,No,
455,50.0,Female,5358.0,9,9,Modern,Rural,,15.0,1,High,3553,9502,643,47150,2,15,Neutral,Available,5,4,2,Yes,78179.0
456,34.0,Female,,9,5,Modern,Suburban,9.0,3.0,2,High,16489,6416,5595,11841,19,4,Negative,Scarce,4,5,2,Yes,132185.0
457,50.0,Female,90376.0,22,3,Minimalist,Suburban,7.0,16.0,3,Low,5389,3837,4372,27135,1,4,Positive,Scarce,4,5,5,No,13867.0
458,58.0,Male,35654.0,10,5,Eclectic,Urban,7.0,1.0,3,Low,17935,3199,3762,13427,21,10,Negative,Not available,3,3,2,No,30577.0
459,31.0,Male,30879.0,22,4,Modern,Urban,8.0,,1,High,12089,6417,6454,41251,1,11,Neutral,Available,3,4,3,No,164719.0
460,28.0,Other,86532.0,19,8,Eclectic,Rural,6.0,12.0,2,Low,10231,8017,2548,35131,12,18,Neutral,Available,5,1,1,Yes,184966.0
461,35.0,Other,,1,5,Eclectic,Suburban,3.0,19.0,4,High,4051,1519,1244,37727,11,15,Neutral,Available,2,2,1,No,96007.0
462,53.0,Male,42772.0,7,8,Minimalist,Rural,1.0,8.0,4,Medium,6322,3525,5321,26165,1,3,Neutral,Scarce,4,4,1,Yes,149959.0
463,60.0,Other,63478.0,4,9,Eclectic,Urban,7.0,12.0,4,Medium,12789,4028,4180,2749,14,7,Negative,Available,2,5,3,Yes,48314.0
464,49.0,Male,,1,4,Contemporary,Urban,1.0,15.0,4,Medium,3555,4386,2350,34308,11,7,Negative,Not available,5,1,5,No,
465,45.0,Female,31762.0,15,7,Eclectic,Rural,1.0,2.0,4,Medium,18473,6731,3585,8634,7,17,Positive,Not available,4,3,3,Yes,
466,60.0,Female,,8,2,Minimalist,Urban,9.0,,1,Medium,13767,5682,3155,11614,2,16,Negative,Not available,2,3,2,Yes,
467,34.0,Other,68922.0,12,6,Minimalist,Suburban,10.0,7.0,4,Medium,1458,6078,1630,25866,15,16,Negative,Available,4,1,4,Yes,191423.0
468,61.0,Male,44420.0,22,8,Minimalist,Rural,7.0,13.0,4,High,16701,7229,2303,11282,8,8,Negative,Not available,3,1,4,No,93231.0
469,33.0,Male,60568.0,22,7,Modern,Suburban,,,2,Low,17066,7461,3915,21319,22,3,Positive,Not available,3,5,4,No,126696.0
470,48.0,Other,90090.0,18,7,Contemporary,Suburban,6.0,6.0,4,High,5721,6513,7003,37726,20,15,Negative,Scarce,1,5,1,No,6794.0
471,59.0,Male,,15,8,Modern,Urban,1.0,13.0,3,Medium,13446,1296,7794,16412,15,1,Negative,Scarce,5,2,3,Yes,131142.0
472,59.0,Female,62169.0,17,7,Traditional,Suburban,7.0,11.0,1,Low,7304,2457,2087,37627,8,10,Negative,Available,2,2,3,No,15721.0
473,60.0,Other,79965.0,14,5,Contemporary,Rural,6.0,10.0,1,Low,14565,3566,2546,9050,10,2,Neutral,Available,4,3,1,Yes,195358.0
474,42.0,Other,51840.0,14,7,Eclectic,Suburban,4.0,16.0,1,Medium,11199,3180,6335,25583,19,7,Negative,Available,1,1,2,No,10686.0
475,63.0,Male,49695.0,18,3,Minimalist,Suburban,7.0,17.0,3,Medium,2920,4941,3972,19041,3,14,Positive,Available,5,3,4,Yes,183515.0
476,56.0,Other,89754.0,20,5,Traditional,Suburban,3.0,17.0,4,Medium,14227,3448,6552,7185,20,16,Positive,Available,5,5,4,No,100003.0
477,48.0,Male,82988.0,18,7,Contemporary,Suburban,1.0,,1,Medium,8694,4231,7758,21812,14,15,Positive,Scarce,5,4,1,No,67722.0
478,47.0,Male,63342.0,16,9,Modern,Suburban,,5.0,3,Medium,7298,1601,2455,26832,9,7,Positive,Scarce,2,5,4,Yes,
479,56.0,Male,23951.0,1,2,Minimalist,Urban,3.0,14.0,2,Medium,7629,5984,3779,18423,9,13,Neutral,Scarce,3,4,5,Yes,148960.0
480,61.0,Male,,23,4,Modern,Rural,,10.0,4,Low,13719,9729,6995,48156,21,10,Positive,Not available,1,1,3,No,44348.0
481,36.0,Male,85388.0,11,7,Contemporary,Urban,2.0,14.0,3,Medium,6146,4731,3320,42644,6,9,Neutral,Not available,2,1,4,No,18533.0
482,37.0,Other,95768.0,15,1,Contemporary,Rural,5.0,1.0,4,Medium,18387,9483,351,37786,8,9,Neutral,Scarce,4,1,4,Yes,
483,47.0,Female,40428.0,12,2,Traditional,Rural,,11.0,2,Low,11306,1481,2459,30665,11,6,Neutral,Scarce,2,2,5,No,66422.0
484,49.0,Female,97021.0,8,9,Eclectic,Rural,1.0,18.0,3,High,3589,9957,4690,10989,8,12,Positive,Available,4,2,2,Yes,186597.0
485,,Other,80774.0,22,7,Modern,Rural,,16.0,4,Medium,5310,5670,3951,19208,12,14,Positive,Scarce,4,4,2,Yes,139625.0
486,54.0,Other,43975.0,20,7,Traditional,Rural,4.0,18.0,3,Low,3241,9435,7656,24054,10,7,Neutral,Available,5,3,5,Yes,123360.0
487,41.0,Female,6140.0,6,6,Minimalist,Suburban,5.0,8.0,1,Low,14601,2931,4215,31477,23,8,Neutral,Scarce,2,3,2,Yes,13144.0
488,44.0,Female,29842.0,3,3,Eclectic,Urban,7.0,,4,High,8711,9066,2412,31374,4,8,Positive,Available,3,4,1,Yes,
489,49.0,Female,31421.0,13,3,Traditional,Urban,8.0,10.0,3,Medium,1938,6849,2921,42220,16,8,Negative,Scarce,4,2,5,Yes,96045.0
490,46.0,Female,6708.0,13,2,Modern,Suburban,6.0,5.0,1,Medium,5301,4397,4860,4571,20,2,Negative,Available,5,5,3,Yes,196003.0
491,37.0,Female,8630.0,2,6,Contemporary,Rural,1.0,10.0,2,Medium,4970,8048,6701,20576,6,14,Negative,Not available,3,4,3,Yes,
492,43.0,Male,24595.0,5,4,Minimalist,Urban,7.0,18.0,4,Low,4999,2491,6065,10680,9,10,Positive,Not available,2,3,3,Yes,141509.0
493,,Other,81021.0,17,5,Modern,Suburban,3.0,6.0,4,Medium,4408,3428,7447,26706,23,18,Positive,Available,3,4,4,Yes,95083.0
494,36.0,Male,,6,3,Eclectic,Suburban,,3.0,2,Medium,14807,5930,5029,15318,5,18,Neutral,Available,2,4,5,Yes,168590.0
495,43.0,Female,49789.0,2,6,Eclectic,Urban,8.0,8.0,1,Medium,9962,3946,1654,21659,21,18,Positive,Not available,4,1,5,Yes,28830.0
496,36.0,Female,60690.0,4,3,Contemporary,Urban,7.0,9.0,2,Medium,17632,7275,5920,6029,6,16,Positive,Scarce,1,2,2,Yes,115581.0
497,33.0,Female,31086.0,22,8,Contemporary,Rural,10.0,5.0,4,High,14385,9283,4054,49436,17,5,Positive,Available,1,1,5,Yes,79285.0
498,31.0,Male,21859.0,11,9,Minimalist,Rural,6.0,,3,High,6950,5661,509,3774,17,5,Neutral,Scarce,4,2,5,Yes,51553.0
499,52.0,Male,,8,4,Minimalist,Urban,9.0,2.0,1,High,3926,3069,6532,17972,22,10,Neutral,Not available,3,4,2,Yes,141987.0
500,38.0,Female,96088.0,12,9,Contemporary,Rural,9.0,7.0,1,Medium,8975,3372,6471,15048,13,17,Negative,Not available,2,2,5,No,33695.0
501,,Male,6207.0,8,7,Contemporary,Suburban,1.0,17.0,1,Medium,7966,9868,537,34372,17,13,Negative,Available,1,3,5,No,19703.0
502,43.0,Male,,11,3,Eclectic,Rural,1.0,10.0,2,Low,10133,1835,635,44188,14,17,Positive,Scarce,2,1,1,Yes,157550.0
503,40.0,Female,72496.0,22,7,Contemporary,Rural,1.0,12.0,2,Low,7587,5913,6506,42133,2,18,Positive,Not available,4,4,2,No,72918.0
504,29.0,Male,71093.0,20,1,Traditional,Suburban,,2.0,3,Low,6091,612,4138,15689,19,13,Neutral,Scarce,3,3,1,No,35128.0
505,59.0,Other,34689.0,8,3,Modern,Rural,,10.0,3,Medium,9985,4272,1876,17737,3,17,Negative,Not available,2,2,4,No,58250.0
506,36.0,Other,53651.0,8,6,Contemporary,Suburban,7.0,,1,High,18061,5794,799,17014,2,15,Negative,Available,3,2,2,Yes,112777.0
507,49.0,Other,18893.0,17,4,Minimalist,Rural,3.0,4.0,3,High,2561,2487,1864,22818,2,12,Negative,Scarce,1,3,5,Yes,42126.0
508,45.0,Other,71418.0,20,7,Traditional,Urban,2.0,13.0,2,High,9644,5329,1090,34201,22,10,Positive,Scarce,2,2,5,Yes,111616.0
509,60.0,Female,,20,3,Minimalist,Rural,4.0,,3,Medium,15785,2485,3840,12144,7,13,Positive,Available,5,1,1,No,51799.0
510,,Female,43635.0,23,1,Traditional,Urban,3.0,11.0,2,High,4656,5591,7035,32001,4,11,Positive,Available,1,5,1,No,194320.0
511,40.0,Female,,16,9,Contemporary,Urban,7.0,10.0,3,Low,17139,752,3422,1867,17,3,Neutral,Available,3,2,4,Yes,37907.0
512,63.0,Other,83405.0,14,6,Modern,Urban,10.0,15.0,4,Low,1209,8815,1435,28182,6,10,Negative,Available,4,4,4,No,12644.0
513,,Other,,11,8,Minimalist,Urban,8.0,5.0,2,High,5983,9928,4244,15340,7,11,Neutral,Not available,5,2,5,No,39583.0
514,38.0,Male,83518.0,7,3,Traditional,Urban,6.0,17.0,4,Low,8141,1123,2648,12837,20,6,Negative,Scarce,2,4,3,Yes,59560.0
515,55.0,Male,77805.0,16,8,Eclectic,Suburban,3.0,5.0,2,High,11118,3656,7557,48059,6,1,Positive,Not available,1,2,4,No,115634.0
516,29.0,Other,63954.0,13,2,Contemporary,Suburban,6.0,2.0,3,High,17261,3889,4624,9787,9,6,Neutral,Available,2,2,5,No,151257.0
517,59.0,Other,33064.0,15,4,Modern,Suburban,2.0,,4,Low,4966,3917,449,1393,20,5,Neutral,Not available,2,4,4,Yes,
518,47.0,Other,84063.0,16,3,Contemporary,Urban,7.0,6.0,3,Low,11069,9958,6174,13056,4,7,Positive,Not available,5,1,2,No,46988.0
519,53.0,Other,7454.0,21,1,Eclectic,Rural,10.0,18.0,2,Low,9818,3445,7605,44160,5,12,Negative,Scarce,5,5,1,Yes,146518.0
520,35.0,Male,,23,7,Modern,Suburban,7.0,14.0,4,Low,11918,9852,3506,45957,19,12,Negative,Scarce,5,5,5,Yes,28162.0
521,42.0,Other,56098.0,9,2,Eclectic,Rural,4.0,19.0,1,High,10650,9132,3828,29429,10,7,Negative,Scarce,5,1,4,Yes,150222.0
522,36.0,Male,67154.0,3,4,Contemporary,Rural,8.0,14.0,3,Low,2250,2592,1924,46909,18,2,Negative,Available,4,2,1,Yes,177376.0
523,33.0,Other,17991.0,19,9,Traditional,Urban,4.0,,2,Low,5758,3205,7961,32899,15,1,Positive,Available,3,5,3,Yes,100373.0
524,34.0,Other,73344.0,20,6,Contemporary,Urban,7.0,17.0,4,Medium,5363,4259,2874,33221,1,18,Positive,Scarce,5,1,4,Yes,41003.0
525,41.0,Other,41593.0,5,8,Contemporary,Urban,4.0,3.0,3,Low,3163,5612,4728,21754,5,12,Positive,Not available,1,1,5,Yes,
526,62.0,Male,41304.0,10,2,Contemporary,Suburban,5.0,,4,Low,10815,1053,7829,45389,5,7,Positive,Scarce,2,5,2,No,71923.0
527,31.0,Male,35386.0,17,7,Minimalist,Urban,7.0,17.0,3,High,2853,5404,4569,21905,8,19,Neutral,Available,5,4,1,Yes,137055.0
528,37.0,Female,60220.0,15,6,Eclectic,Suburban,10.0,,3,High,18137,1612,3584,25083,22,3,Neutral,Not available,1,3,1,No,132310.0
529,64.0,Other,74338.0,23,9,Eclectic,Suburban,3.0,8.0,3,Medium,2868,3277,5762,42098,22,10,Neutral,Available,4,4,2,No,52114.0
530,33.0,Female,99289.0,8,7,Eclectic,Suburban,10.0,1.0,4,Low,17565,7597,2408,30621,22,11,Positive,Scarce,1,2,5,Yes,102687.0
531,51.0,Female,26083.0,15,1,Minimalist,Suburban,,13.0,4,Low,18897,1814,4247,21577,20,5,Negative,Scarce,1,4,3,No,56274.0
532,26.0,Male,23354.0,21,8,Traditional,Urban,3.0,4.0,3,Low,16568,3993,5480,37728,15,2,Neutral,Not available,4,3,2,Yes,24378.0
533,29.0,Male,27190.0,14,3,Contemporary,Suburban,5.0,7.0,1,Low,10094,8790,5214,1663,17,8,Neutral,Scarce,4,3,3,Yes,12548.0
534,53.0,Female,11142.0,20,2,Traditional,Urban,3.0,14.0,1,Low,6238,7973,6097,48301,19,14,Positive,Available,2,1,5,Yes,44621.0
535,61.0,Other,33398.0,7,3,Minimalist,Urban,,5.0,1,Low,8089,7515,6967,20216,13,8,Negative,Available,5,2,4,Yes,91901.0
